0,737.90
1,736.30
2,738.30
3,736.70
4,735.80
5,737.50
6,737.80
7,737.90
8,737.20
9,736.20
10,734.00
11,735.80
12,738.40
13,738.00
14,737.90
15,739.20
16,738.90
17,738.60
18,738.70
19,735.70
20,734.50
21,732.00
22,729.30
23,729.50
24,705.20
25,466.10
26,382.10
27,386.10
28,377.20
29,396.10
30,440.30
31,470.60
32,489.70
33,497.30
34,491.30
35,477.60
36,484.30
37,487.00
38,490.80
39,494.80
40,495.60
41,496.60
42,495.30
43,498.20
44,496.90
45,496.90
46,498.20
47,497.90
48,497.90
49,498.20
50,498.50
51,498.50
52,498.90
53,498.20
54,498.30
55,499.10
56,499.10
57,499.10
58,500.90
59,503.80
60,503.60
61,503.20
62,503.50
63,500.70
64,497.20
65,488.70
66,494.60
67,496.00
68,497.00
69,499.50
70,499.80
71,494.50
72,492.80
73,494.30
74,492.50
75,488.50
76,486.70
77,492.10
78,495.60
79,494.40
80,502.40
81,501.20
82,500.10
83,502.80
84,498.40
85,499.10
86,496.70
87,500.50
88,501.70
89,496.10
90,484.40
91,489.60
92,493.00
93,491.90
94,491.90
95,492.60
96,492.60
97,494.30
98,495.50
99,496.00
100,496.70
101,496.60
102,496.90
103,497.00
104,496.60
105,495.10
106,495.20
107,495.30
108,494.10
109,490.00
110,494.40
111,496.50
112,496.00
113,497.50
114,495.40
115,493.60
116,493.60
117,493.50
118,493.70
119,494.10
120,494.90
121,495.50
122,495.20
123,495.40
124,495.10
125,495.00
126,494.30
127,491.10
128,490.80
129,490.00
130,490.30
131,491.20
132,490.50
133,489.70
134,490.30
135,492.40
136,493.20
137,494.30
138,494.90
139,495.50
140,494.70
141,495.10
142,495.10
143,494.80
144,495.00
145,494.60
146,494.70
147,495.20
148,494.70
149,495.20
150,494.90
151,495.20
152,494.60
153,495.00
154,494.70
155,495.60
156,492.70
157,495.30
158,499.00
159,503.00
160,491.50
161,485.70
162,488.50
163,485.80
164,492.00
165,491.30
166,495.10
167,495.10
168,499.60
169,506.50
170,504.70
171,507.10
172,506.30
173,505.80
174,506.30
175,507.10
176,508.80
177,511.00
178,510.90
179,510.80
180,509.90
181,506.00
182,504.30
183,505.10
184,497.80
185,482.20
186,496.00
187,485.60
188,484.10
189,485.20
190,485.10
191,485.60
192,485.30
193,485.40
194,485.20
195,484.70
196,484.60
197,485.10
198,485.40
199,485.50
200,485.10
201,484.60
202,485.10
203,485.40
204,485.20
205,485.40
206,485.60
207,484.50
208,485.30
209,485.20
210,485.30
211,485.40
212,484.80
213,485.10
214,485.10
215,484.90
216,485.40
217,484.90
218,484.70
219,485.40
220,485.10
221,485.20
222,485.00
223,485.10
224,484.50
225,485.40
226,485.10
227,485.50
228,484.80
229,485.10
230,485.20
231,485.50
232,485.50
233,485.00
234,485.70
235,485.60
236,485.50
237,485.20
238,485.50
239,485.00
240,485.50
241,485.20
242,485.20
243,485.40
244,485.80
245,485.10
246,485.30
247,485.50
248,484.90
249,485.50
250,485.30
251,485.50
252,485.50
253,485.60
254,485.10
255,484.90
256,485.40
257,485.60
258,485.00
259,485.60
260,485.50
261,485.40
262,484.90
263,484.60
264,485.60
265,485.70
266,485.50
267,485.70
268,485.50
269,485.10
270,485.20
271,485.60
272,485.90
273,487.20
274,487.40
275,484.90
276,485.70
277,487.50
278,489.00
279,489.60
280,486.20
281,495.60
282,496.40
283,506.00
284,507.20
285,507.00
286,506.70
287,506.80
288,506.90
289,507.20
290,507.00
291,506.40
292,507.20
293,505.30
294,500.00
295,497.50
296,495.10
297,490.40
298,497.30
299,496.50
300,502.30
301,503.10
302,505.10
303,503.70
304,498.00
305,495.40
306,494.10
307,494.00
308,496.00
309,497.00
310,497.30
311,497.40
312,498.00
313,498.60
314,499.40
315,498.40
316,498.00
317,505.80
318,502.30
319,499.30
320,493.40
321,492.40
322,483.40
323,453.30
324,446.70
325,408.50
326,451.20
327,401.90
328,621.60
329,730.30
330,734.70
331,736.90
332,736.70
333,738.10
334,735.90
335,737.50
336,738.30
337,737.40
338,736.50
339,736.80
340,737.80
341,738.10
342,737.30
343,737.00
344,737.50
345,737.60
346,737.60
347,738.30
0,737.00
1,737.10
2,737.40
3,737.30
4,737.20
5,736.80
6,735.50
7,735.70
8,734.50
9,734.10
10,734.00
11,732.40
12,731.80
13,733.40
14,732.80
15,733.30
16,733.50
17,733.20
18,732.30
19,731.20
20,732.40
21,732.20
22,732.90
23,734.30
24,734.90
25,732.80
26,737.60
27,737.40
28,738.10
29,734.10
30,732.10
31,729.90
32,729.60
33,728.70
34,732.90
35,738.50
36,738.70
37,739.00
38,737.90
39,704.50
40,643.90
41,637.30
42,737.90
43,737.90
44,737.00
45,737.40
